cleaned_summary,Sentiment
excellent employer,Positive
business specialist,Neutral
microsoft great place work,Positive
good place work overall,Positive
principal engineer,Neutral
lot smart people learn right place,Positive
microsoft windows pm,Neutral
microsoft,Neutral
good company,Positive
microsoft review,Neutral
loved,Positive
sfm,Neutral
good experience overall,Positive
good,Positive
depends manager,Neutral
great,Positive
sr channel operations customer logistics manager,Neutral
best company,Positive
dispatcher associate,Neutral
bad yet,Negative
best place work part teams smart motivated people,Positive
great company,Positive
swe intern,Neutral
solid company lots strings,Neutral
nice company work long time,Positive
sde,Neutral
marketing manager,Neutral
best company,Positive
little opportunity,Negative
great company,Positive
chill place work,Neutral
software engineer,Neutral
slow paced better work life balance,Neutral
good experience corporate unchallenging experience,Positive
microsoft data scientist review,Neutral
company reinventing,Neutral
sr marketing communications manager,Neutral
manager,Neutral
virtual representative,Neutral
company best work culture,Positive
genius administrator,Neutral
excellent stressful,Negative
software developer,Neutral
engineer,Neutral
engineer,Neutral
principal researcher,Neutral
excellent training great benefits innovators bogged politics multiple mandates distract,Positive
good,Positive
less growth stable company,Negative
overall great,Positive
tam sesu,Neutral
great company work early late stage career,Positive
good place work,Positive
amazing place work great company work,Positive
senior software engineer,Neutral
great work life balance,Positive
sdet,Neutral
catalog associate,Neutral
amazing worklife balance,Positive
finance manager,Neutral
account manager large client sales,Positive
google great dont stick long ambitious,Positive
review,Neutral
great work environment lots growth personal potential,Positive
place work tech world,Neutral
awesome place work,Positive
overall good place,Positive
awesome company work,Positive
software development engineer,Neutral
amazon seriously dont bite,Negative
bi research optimization mathstatistics amazons business,Neutral
great company work,Positive
employee,Neutral
sr swe,Neutral
company,Neutral
great internship experience responsibility definitely depends team youre,Positive
intern,Neutral
political,Neutral
support engineer,Neutral
senior business program manger,Neutral
got good deal working microsoft,Positive
senior software engineer lead,Neutral
service delivery manager,Neutral
good place get experience years get,Positive
reviewer,Neutral
treats well work hard,Negative
making progress,Neutral
solid benefits average salaries slow management team,Negative
exciting learning experience propel higher things,Positive
good great,Positive
great company work,Positive
program manager,Neutral
good,Positive
software engineer,Neutral
microsoft,Neutral
great good days,Positive
slow company good intentions,Positive
great place,Positive
great employer,Positive
another job,Neutral
great place work,Positive
general view,Neutral
director operation,Neutral
slow promote,Negative
engineering manager cloud engineering system,Neutral
good place work,Positive
microsoft great place visit,Positive
company review,Neutral
satisfying rewarding dose bureaucracy misdirected leadership,Positive
excellent place work,Positive
microsoft well,Neutral
sde,Neutral
awesome place work,Positive
awesome place work,Positive
awesome,Positive
sales,Neutral
underpaid,Neutral
awesome place work,Positive
microsoft,Neutral
senior sde,Neutral
great us leadership satya,Positive
software developer,Neutral
software engineer ii,Neutral
srhra,Neutral
years experience quality analyst,Neutral
great,Positive
good less experienced,Positive
software engineer,Neutral
stable safe,Positive
mixed,Neutral
business development manager,Neutral
program manager,Neutral
sustain engineer,Neutral
great company overall,Positive
wonderful managers,Positive
easiest path point b straight line however microsoft,Positive
great big company,Positive
good learning nice people dull slow moving,Positive
great employer live seattle area tons variety,Positive
transforming,Neutral
great ecosystem personal professional development,Positive
good place build base knowledge,Neutral
awesome,Positive
overall ok,Positive
msft,Neutral
program manager,Neutral
great company,Positive
microsoft review,Neutral
used great company needs find way,Positive
awesome company work,Positive
great company,Positive
amazon customer service great place work,Positive
good place work,Positive
strong technical growth opportunities,Positive
good place,Positive
good place different early days,Positive
great place starting,Positive
best company work,Positive
great company,Positive
sales director,Neutral
tpm,Neutral
values employees place ive worked,Neutral
awesome place work,Positive
good company work initial part career,Positive
good company work initial part career,Positive
senior pm,Neutral
principal program manager,Neutral
still waiting,Neutral
great company work,Positive
smartest kindest people,Neutral
overall positive,Neutral
overall great place,Positive
exciting place work slowly becoming big corporation,Positive
technical sourcer,Neutral
marketing manager,Neutral
triple,Neutral
microsoft,Neutral
awesome place kickstart career,Positive
good place work,Positive
satisfied employee,Positive
good company top theres better,Positive
ok place work would recommend new grad unless get great group,Positive
great place work want steady good job raise family exciting,Positive
meh,Neutral
big company little cog,Neutral
microsoft fte college hire,Neutral
senior program manager,Neutral
passionate people makes everything easy,Positive
partner channel development manager,Neutral
,Neutral
great data advanced technologies,Positive
nice albeit high pressure place work pressure perform little sluggish terms growth,Positive
lots pros cons,Neutral
long hours focused tasks,Neutral
interesting better right college,Positive
fulfillment associate,Neutral
best working experience,Positive
far good,Positive
good money bad atmosphere,Neutral
developer,Neutral
nice experience,Positive
great culture great place work,Positive
qa engineer,Neutral
specialist,Neutral
know environment perform best see amazons culture good fit,Positive
review,Neutral
google x,Neutral
audit,Neutral
pay time admin,Neutral
googley,Neutral
telecom enterprise lead south,Neutral
great early carrier sr level,Positive
business analyst,Neutral
retail director,Neutral
great company team experience,Positive
sr account manager,Neutral
good experience,Positive
great place,Positive
review,Neutral
amazon,Neutral
amazing place work would highly recommend especially perks compensation,Positive
amazon,Neutral
phenom place work lucky enought offerred position,Positive
great company small scope,Positive
asc,Neutral
great experience,Positive
business operations,Neutral
sort associate,Neutral
software engineer,Neutral
motion graphic designer,Neutral
geekland,Neutral
manager,Neutral
good large company satellite office drawbacks,Positive
principal sde,Neutral
best job im retail period,Positive
great place career advancement,Positive
schizophrenic,Neutral
google tokyo,Neutral
overachievers wanted,Neutral
changing culture,Neutral
drinking fire hose,Neutral
eventually know people left amazon currently work,Neutral
engineer,Neutral
best place ive worked full stop,Positive
senior project manager,Neutral
transportation specialist,Neutral
bad managers smb terrible management around,Negative
unko,Neutral
cautiously optimistic,Neutral
interesting work broad impact good people frustrating,Positive
started search new stayed foever cuz every day new microsoft,Neutral
easy cash,Positive
ate lunch al gore ate lunch minutes worked hard worked late missed ipo,Negative
analyst,Neutral
fun gamesduring peak season,Positive
fun gamesduring peak season,Positive
terrible,Negative
sw engr,Neutral
cant beat people,Neutral
operations manager,Neutral
intense,Positive
entertaining enjoyable great friends made incredibly busy exhaustion,Positive
employees paid,Neutral
stow,Neutral
great place improve skills,Positive
good place,Positive
sales director,Neutral
lead strategic vendor services,Neutral
best place work,Positive
equal opportunity,Neutral
good company work,Positive
good company work,Positive
data collection labeling associate,Neutral
amazing amazon,Positive
good individual contributors mediocre leadership,Neutral
reason,Neutral
learning google,Neutral
senior software engineer,Neutral
amazon chennai,Neutral
good place work,Positive
apple,Neutral
easy job,Positive
wonderful place work,Positive
best place work,Positive
working amazon,Neutral
sde,Neutral
lots possibilities,Neutral
far good,Positive
work atmosphere standard,Neutral
great,Positive
best job world,Positive
best job ever,Positive
apple home advisor,Neutral
open diversified intelligent respected,Positive
ive one word,Neutral
complaints,Neutral
home advisor,Neutral
great culture attitude vision,Positive
long commutelove benefits,Positive
home advisor stressful work,Negative
excellent development,Positive
qae,Neutral
great benefits hard become full time,Positive
hard put finger,Negative
always day,Neutral
great opportunity,Positive
mostly positive although bad internship experience scar prospective graduates,Negative
amazing,Positive
great experience able work bright people,Positive
still nightmares place wake cold sweats,Negative
good place fastmoving anymore,Positive
good job dont mind working hard,Positive
amazon internship,Neutral
great place work,Positive
dont join company never,Neutral
business analyst,Neutral
good company work lots smart overachieving employees,Positive
ship dock associate,Neutral
software engineer,Neutral
hr manager,Neutral
cool place earth,Positive
culture dilution due rapid growth,Neutral
great experience,Positive
senior software engineer,Neutral
great company,Positive
living dream,Neutral
good opportunity work home top company opportunities hit targets,Positive
business development manager,Neutral
warehouse associate,Neutral
slough head office high staff turnover,Positive
great place work,Positive
many internal politics,Positive
software eng,Neutral
creator,Neutral
like larger company,Positive
entire career,Neutral
swe,Neutral
great company work,Positive
awesome place work,Positive
customer support engineer,Neutral
part online revolution,Neutral
hard work low pay like sweat shop,Positive
excellent,Positive
horrible experience,Negative
principal architect,Neutral
firehose,Neutral
awesome,Positive
hard pressed find anything else like google,Positive
great benefits great people overly bureaucratic stagnant corporate structure,Positive
fulfillment associate,Neutral
ex amazon employee,Neutral
childhood dream fulfilled,Neutral
done,Neutral
working microsoft last years,Neutral
much potential,Neutral
ive gotten lot company,Neutral
best company,Positive
great place build career,Positive
challenging fantastic job,Positive
great environment challenges learning growth,Positive
much work,Positive
aws place leaders,Neutral
software engineer,Neutral
software development engineer,Neutral
good employer benefits,Positive
bloated bureaucracy opportunities shine much politics old microsoft never allow change,Positive
apple hiatus goes away quickly,Positive
great opportunity,Positive
environment,Neutral
amazon,Neutral
best company world,Positive
aha technical support,Neutral
neutral,Neutral
good company bad worklife balance,Neutral
microsoft canada environment even close usa,Neutral
csa cape town,Neutral
applied data science,Neutral
love apple,Positive
genius,Neutral
great place work,Positive
great place work focused,Positive
junior engineer,Neutral
intern,Neutral
left,Neutral
amazing culture talented engineers,Positive
software engineer,Neutral
microsoft mobile,Neutral
work hard fun make history,Neutral
depends bit division youre,Neutral
microsoft better,Positive
software company hardware,Neutral
software giant,Neutral
coming bottom,Neutral
good company work wish learn grow,Positive
great company great benefits tops training program,Positive
feel appreciated,Positive
senior software engineer,Neutral
dublin sog jobs,Neutral
,Neutral
bon vivre,Neutral
great though perhaps slightly less,Positive
well balanced place,Neutral
great company work,Positive
depends department leader,Neutral
great place work,Positive
fast paced company,Positive
strategic account manager,Neutral
good job,Positive
operations engineer osg,Neutral
specialist,Neutral
area managers dont care yoy,Neutral
job,Neutral
job,Neutral
amzn,Neutral
depends team change fast,Positive
okay,Positive
process guide,Neutral
productive efficient environment,Neutral
fun exciting place,Positive
go google,Neutral
cares employees,Neutral
good company,Positive
best career investment,Positive
director,Neutral
senior program manager,Neutral
great place great people,Positive
good,Positive
great,Positive
one best place work,Positive
get put,Neutral
tam,Neutral
learn play politics game,Negative
place opportunities valuable colleagues,Neutral
great company,Positive
amazing challenging place work,Positive
nice work things move fast,Positive
ux engineer,Neutral
finance manager salary,Neutral
transformation conglomerate,Neutral
excellent work place,Positive
finops agent,Neutral
healthy company,Positive
amazing work culture work life balance,Positive
good,Positive
apple,Neutral
frs,Neutral
icqa,Neutral
fc associate,Neutral
learn much possible,Neutral
absolutely best company work,Positive
great fresh graduates,Positive
senior software engineer,Neutral
amazing experience,Positive
great,Positive
great place exposure many technologies challenges,Positive
customer returns,Neutral
associate,Neutral
good place,Positive
merchandise handler,Neutral
good place work,Positive
awesome place work,Positive
great place work perfect great,Positive
best company work,Positive
part time student,Neutral
apple rocks,Neutral
good starter job hr,Positive
sales assistant,Neutral
stocker hard job much help appreciation supervisors,Neutral
real mixed bag,Neutral
challenging engaging environment,Positive
crazy fun experience,Negative
senior advisor cpu,Neutral
gteat,Neutral
home advisor excellent job,Positive
apple awesome,Positive
apple retail quick insight,Positive
great company,Positive
fulfilling enlightening,Positive
genius bar,Neutral
amazon great company,Positive
wonderful place work,Positive
openminded cultivating industry,Neutral
love amazon,Positive
good overall,Positive
great place work,Positive
courier driver,Neutral
amazon,Neutral
beware gaslighting,Neutral
great place work,Positive
great place work find kinds people,Positive
marketing,Neutral
best place innovate impact,Positive
excellent company,Positive
technical account manager,Neutral
good experience part company brought much innovation world,Positive
call center costa rica,Neutral
tpm,Neutral
principle engineer,Neutral
great place work,Positive
great company,Positive
nice place good people,Positive
charity support associate,Neutral
great place work,Positive
software engineer ii,Neutral
ok,Positive
sr business development manager,Neutral
microsoft asia,Neutral
college hire,Neutral
great benefits,Positive
looking work,Neutral
specialist,Neutral
specialist,Neutral
great work experience amazon,Positive
great work experience amazon,Positive
account strategist,Neutral
good organization work,Positive
great job,Positive
awesume,Neutral
flexible internal transfer system,Neutral
work home,Neutral
pretty satisfied good part time job pick hours,Positive
apple store employee,Neutral
sort,Neutral
inbound stowamazon floor amnesty,Neutral
good,Positive
senior manager,Neutral
great place work,Positive
good place get experience,Positive
fantastic seasonal work,Positive
good environment development moves slowly departments,Positive
onsite medical representative,Neutral
apple genius,Neutral
warehouse helper,Neutral
one best companies work,Positive
amazing amazon experience,Positive
international project engineer,Neutral
fullfilling,Neutral
tam account,Neutral
great experience google beijing,Positive
fc associate,Neutral
great company respected lots learn everyday lots competitionchallenging really smart people good pay checks,Positive
great opportunity demanding times,Positive
great k,Positive
still miss working apply amazon principles workplace today,Neutral
meh,Neutral
became corporate,Neutral
job review,Neutral
great place get hands dirty great technology supported awesome people,Positive
disappointing,Negative
awesome place work,Positive
big company big ideas,Neutral
big company big ideas,Neutral
part cracked,Neutral
tough challenges rewarding work big google tries get rid bureaucracy,Neutral
depend manager group,Neutral
review,Neutral
cutthroat among,Neutral
great company work,Positive
depends group,Neutral
good good,Positive
good place work,Positive
depends land,Neutral
program management,Neutral
amazing painful,Positive
good pay great work,Positive
overall good place work varies dramatically groups,Positive
groups political nontechnical people run show jobdoers sidelined favor networkers,Neutral
good place learn software,Positive
service engineer program manager,Neutral
software company,Neutral
amazon gives opportunities grow,Neutral
google great,Positive
great work environment culture,Positive
innovative company,Positive
working microsoft,Neutral
apple,Neutral
best company work,Positive
good,Positive
great place work,Positive
good company watch bad managers,Neutral
bad part time job student temp job,Negative
team lead,Neutral
opportunity manager,Neutral
review,Neutral
creative,Positive
pa,Neutral
opportunity career,Neutral
love challenges,Positive
still day one amazon,Neutral
pretty decent company,Positive
nice place work perfect,Positive
best place work,Positive
specialist,Neutral
best company ever,Positive
senior director,Neutral
good working experience,Positive
senior marketing manager,Neutral
office manager,Neutral
great place work far months,Positive
stower,Neutral
stower,Neutral
sortation center associate,Neutral
nice place work,Positive
bad,Negative
great place work,Positive
amazon jobs,Neutral
best place work,Positive
great benefits chaotic company organization,Positive
google product management,Neutral
apple retail mac genius,Neutral
good great,Positive
job good make,Positive
hard work interesting projects plenty politics,Neutral
seek leadership,Neutral
great,Positive
great place work sometimes work life balance suffers,Positive
senior trainer,Neutral
great job,Positive
great job,Positive
google good great make,Positive
love job,Positive
rewarding working,Positive
great employer,Positive
initial,Neutral
asc,Neutral
apple certified mac technician,Neutral
best job ive ever,Positive
fulfilled center,Neutral
room advance willing put work,Positive
working boh apple excellent experience,Positive
good years,Positive
great company,Positive
nice filler job,Positive
senior software engineer,Neutral
work,Neutral
dynamic environment lot career opportunities,Neutral
best company ive worked,Positive
application engineer,Neutral
great job although mileage vary manager,Positive
custom contrat specialist,Neutral
great place work amazing opportunities develop business ideas,Positive
software development engineer,Neutral
good place work,Positive
review,Neutral
get give passionate youll taken care,Neutral
great place work,Positive
great learn work smarter,Positive
ok best,Positive
work hardhave fun make history,Positive
senior development manager,Neutral
senior software engineer,Neutral
good place start career,Positive
take good bad,Neutral
could right place youre willing play politics,Positive
great company,Positive
msft perfect fair place se,Positive
great place work,Positive
work experience really depends team,Positive
manager,Neutral
life msft,Neutral
nice place work,Positive
great place work,Positive
depends managment,Neutral
good,Positive
working,Neutral
unfriendly,Neutral
overall good experience,Positive
thought,Neutral
exciting abstract workplace,Positive
principal pm,Neutral
problem solver,Neutral
great company work,Positive
unfair manager focus liked performance,Positive
jobs provide sense purpose,Neutral
hard place work,Negative
service operations,Neutral
terrific company poor retail management,Negative
working environment,Neutral
full time swe,Positive
wonderful learning experience,Positive
good company culture wrong team unrewarding stressful,Negative
good perks lot work,Positive
amazon company succeeds making customers happy satisfied possible,Positive
software engineer intern,Neutral
great benefits perks interesting projects,Positive
great company awesome benefits,Positive
love hate relationship,Negative
first employer university great experience,Positive
google,Neutral
team manager,Neutral
training specialist,Neutral
training specialist,Neutral
great company faults,Positive
great place get started manager dependent,Positive
bad min wage job,Negative
good benefits,Positive
exciting place,Positive
great place learn,Positive
partner development manager,Neutral
great place work,Positive
innovative,Positive
technical specialist,Neutral
solid work,Neutral
device associate,Neutral
unfortunately highest pay area,Negative
tech support engineer,Neutral
tech support engineer,Neutral
sdet microsoft,Neutral
good food good times bad youre contractor,Positive
place many opportunities,Positive
sdeii ii,Neutral
company transition challenges opportunities,Neutral
great company work,Positive
fast paced innovative matrix organization got good politics,Positive
amazing company going years,Positive
challenging environment,Positive
amazon,Neutral
excellent,Positive
great company,Positive
good company good benefits,Positive
software engineering experience microsoff,Neutral
classic problem,Positive
work life good,Positive
well organized efficient respectable,Positive
best company worked yet,Positive
loved atmosphere although simply dampened,Positive
great place work needs help,Positive
google great place engineers,Positive
great company work,Positive
bad people say,Negative
bad careful building hire,Negative
best company ever,Positive
really good job good benefits,Positive
company great provides lot flexibility terms projects take compensation great,Positive
good,Positive
great experience physically rewarding kept toes,Positive
ok,Positive
apple great place come try,Positive
great company work,Positive
enjoyed job could continue due unable adjust night shift time,Neutral
ux design intern,Neutral
amazing working pay great great bonuses,Positive
apple good transition job career,Positive
applecare home advisor,Neutral
great job,Positive
technical specialist,Neutral
getting better time,Positive
amazing company,Positive
google shopping express,Neutral
excellent experience,Positive
cashier,Neutral
good,Positive
good place,Positive
working apple creative,Positive
wonderful,Positive
great place work,Positive
apple great place work including great products,Positive
well paying job,Neutral
worked stower amazon fulfillment,Neutral
fair place work,Positive
meh,Neutral
facebook fun cool always environment encourages growth,Positive
excellent,Positive
peak,Neutral
work hard pay worth,Neutral
changing worse,Negative
best place work,Positive
first job college,Positive
uk,Neutral
nice place start new grad beware vendor lockin,Positive
love go work,Positive
technical program manager,Neutral
operations manager cs,Neutral
specialist,Neutral
microsoft big organization good overall however subs sometimes aligned hq,Positive
former employee,Neutral
flexible work schedule,Neutral
amazing dream faded realised real face apple retail,Positive
sortation,Neutral
feedback,Neutral
great place work love technology want smart coworkers great benefits good pay,Positive
nice salary tough management,Neutral
amazon fulfillment associate,Neutral
fun rewarding,Positive
darius,Neutral
deducting stars becuase upper management managers behaviour general,Neutral
good company,Positive
cut throat managers,Neutral
good college students guess,Positive
best company ive ever worked,Positive
great place work embrace culture work others,Positive
great company,Positive
microsoft,Neutral
good people,Positive
company offering great opportunity,Positive
repair computers provide customer service,Neutral
love amazon,Positive
love amazon,Positive
company really cares employees,Positive
incredible company looking towards future,Positive
great company new vision,Positive
great place work impact world,Positive
google cloud,Neutral
much better outside perception,Positive
good products massive internal problems,Positive
experience good enjoyed working company,Positive
experience good enjoyed working company,Positive
pretty good,Positive
amazing company,Positive
pays bills,Neutral
interesting,Positive
good first job,Positive
lots opportunities,Neutral
noone appreciated ever,Positive
great environment,Positive
really enjoy working,Positive
nice company work,Positive
stateoftheart projects amazing people,Positive
seattle summer internship,Neutral
great job get repetitive times though,Positive
amazon customer service,Neutral
great,Positive
review,Neutral
customer service,Neutral
company proud work,Positive
anonymous,Neutral
applecare advisor,Neutral
warehouse associate,Neutral
one favorite jobs,Positive
software developer,Neutral
good pay long hours,Positive
good pay long hours,Positive
great place work,Positive
software engineer msidc,Neutral
one best places working,Positive
working amazon,Neutral
bad,Negative
microsoft review,Neutral
terrific team excellent benefits mindful culture,Positive
warehuse operative,Neutral
great place,Positive
awesome place,Positive
amazon fun energetic place work,Positive
warehouse,Neutral
overall great place work,Positive
fantastic placement opportunity throroughly enjoyed,Positive
put,Neutral
working years facebook far best place ever worked,Positive
interview process efficient,Neutral
bad experience,Negative
genius bar,Neutral
solution specialist,Neutral
okay,Positive
great stable place work,Positive
employee oriented company,Neutral
great company youre managing career,Positive
satisfied roi,Positive
awesome company,Positive
headed right direction,Positive
invaluable experience everyone,Neutral
average warehouse expectations,Negative
good place stay make sure right team,Positive
great place work,Positive
ux designer review,Neutral
software development engineer,Neutral
amazing technologies lots variety,Positive
good,Positive
flexible work environment,Neutral
top notch,Positive
hyd work culture way better bangalore amazon,Positive
great culture,Positive
collegelike life getting paid paid well opportunities eye,Positive
grow career quickly,Positive
good place future career tech industry,Positive
great place work caveats people roles software engineering,Positive
great company work,Positive
far best company work,Positive
good place start career,Positive
innovate interesting,Positive
benefits decent high school atmosphere,Positive
bad,Negative
microsoft grown doesnt play well others,Neutral
worklife microsoft gd,Neutral
great place obviously,Positive
good job,Positive
great company work,Positive
great company work,Positive
one best jobs ever,Positive
depends team mates stakeholders,Neutral
line leader,Neutral
work hours current job want work hours,Neutral
maybe,Neutral
could ask,Neutral
good company,Positive
great place work,Positive
maybe greatest company generation,Positive
great company,Positive
great work experience,Positive
good job someone right highschool inbetween jobs,Positive
love,Positive
retail specialist,Neutral
seasonal sortation associate,Neutral
love,Positive
amazing company work,Positive
competitive fair place work depends highly department,Positive
awesome challenges,Positive
awesome company,Positive
fun challenges wonderful people work,Positive
even better google,Positive
great company culture people care learning providing great product,Positive
page editor,Neutral
fine,Positive
amazing work culture passionate learning,Positive
amazing company expect work hard,Positive
awesome place work ready nonsense place work pays accordingly,Positive
nice place,Positive
waste time,Negative
beware bad managers,Negative
great place,Positive
always day one,Neutral
great company,Positive
great company work,Positive
awesome company,Positive
combine work fun,Positive
worked,Neutral
great place,Positive
great place work grow,Positive
great job experience,Positive
cool fun job,Positive
fulfilling part company changed world,Neutral
best job ive ever,Positive
exciting place work,Positive
sales,Neutral
lot challenges one learn lot,Neutral
great tech company canada lacks usa counterpart though,Positive
experience based solely team got lucky,Positive
pros cons company,Neutral
manager,Neutral
sr software maanger,Neutral
one best technology companies planet,Positive
ms,Neutral
home advisor,Neutral
facebook best engineering organization ever worked,Positive
excellent company work,Positive
pm msit,Neutral
good best,Positive
company values engineers,Neutral
awesome experience interviewing microsoft,Positive
nice place work,Positive
great technologies great company,Positive
strong benefits,Positive
nice place work great people interesting projects,Positive
amazing platform learn,Positive
great company big school,Positive
work culture,Neutral
sde,Neutral
senior program manager,Neutral
large company great,Positive
great workex microsoft,Positive
great place,Positive
okay,Positive
innovation openess,Neutral
work progress,Neutral
solid parttime work place,Neutral
program manager,Neutral
great place work,Positive
financial analyst,Neutral
extremely political point severely hampering business potential,Neutral
great experience,Positive
awesome,Positive
fantastic place work,Positive
company performing trying culture still horrible,Negative
fun program lots perks,Positive
ms prev employer,Neutral
good company seems lost sometime,Positive
perfect environment work,Positive
great place learn,Positive
good copmany,Positive
great company work,Positive
good brand salary work place,Positive
manager,Neutral
great place work,Positive
fantastic internship,Positive
great point equilibrium large company diversity interests agility feeling startup,Positive
good internship,Positive
great place work,Positive
good company,Positive
group account director,Neutral
varies group overall good career move,Positive
good company,Positive
senior program manager,Neutral
good company,Positive
great place work,Positive
parttime,Neutral
getting big company,Neutral
great place open prefer find path,Positive
technical program manager,Neutral
life experience,Neutral
good place work,Positive
excellent experience,Positive
great place work,Positive
see,Neutral
changing people use view tech,Neutral
great place work,Positive
great place work,Positive
amazing inspiring challenging open,Positive
great place work,Positive
great company work,Positive
senior management terrible dont show respect developers,Negative
good,Positive
great perks need stay long receive money incentives,Positive
one kind amazing learning culture,Positive
easy job overbearing management,Positive
part time fulfillment associate,Neutral
contractors minimal access corporate knowledge base,Negative
great corporate vision,Positive
aggressively innovating company manageable chaos,Neutral
program manager,Neutral
tech manager,Neutral
retail experience,Neutral
specialist,Neutral
place growth,Neutral
apple store leader program,Neutral
great job right managers,Positive
salesy every day,Neutral
great experience incredible people healthy company culture,Positive
product manager,Neutral
laidback time sometimes stressful,Negative
worked ascenda corp,Neutral
great employer,Positive
excellent place work,Positive
nice people good company,Positive
cultish,Neutral
microsoft review,Neutral
special retail experience,Positive
good company size,Positive
learned lot smart people really depends team,Positive
needs work internal management,Neutral
apple helped become better engineer helped apple change world,Positive
normal,Positive
huge impact,Positive
like companies one,Positive
general,Neutral
find right team,Positive
software engineer intern,Neutral
best place work lots perks,Positive
best place work lots perks,Positive
good people looking stability,Positive
senior software development engineer,Neutral
stable company global impact,Neutral
turning corner,Neutral
nice place work,Positive
nice place work,Positive
good start lot practical knowledge stored,Positive
nice place work,Positive
cloud support associate,Neutral
get right team awesome place,Positive
good place work placed right team,Positive
like culture general,Positive
good luck senior management,Positive
good company work,Positive
great place work,Positive
ok place work,Positive
overall experience good,Positive
depends team,Neutral
positive review microsoft,Positive
program manager,Neutral
fav company,Neutral
pretty good company learn grow,Positive
depends team,Neutral
excellent company,Positive
internship,Neutral
software engineer,Neutral
recruiting coordinator,Neutral
good balance work fun campus fun,Positive
principle product manager,Neutral
look team dynamic,Neutral
great youre workaholic,Positive
google great place work like constantly challenged,Positive
time gone,Neutral
compnay atmosphere depends groups,Neutral
great place learn build software right way,Positive
great place learn build software right way,Positive
great place work,Positive
opportunity work products used whole world,Positive
amazing place,Positive
amazing place,Positive
great place work,Positive
software developer,Neutral
large company nice career opportunities,Positive
large company nice career opportunities,Positive
solid company work great products lacking innovation,Positive
great experience,Positive
awesome place work right team,Positive
work amzn,Neutral
excellent work environment,Positive
choose team wisely,Positive
google best brightest,Positive
amazon,Neutral
principle sde,Neutral
manager software development,Neutral
great campus awesome set people,Positive
exciting things happening,Positive
ipe,Neutral
software engineer related ml,Neutral
excelent place work,Neutral
good start,Positive
overall great experience,Positive
positive company although drawbacks,Positive
microsoft,Neutral
good ride,Positive
excellent place work,Positive
community specialist,Neutral
fun,Positive
fun challenging intellectually satisfying work,Positive
great company work,Positive
great place experience,Positive
great experience learnt lot worked smart people,Positive
microsoft,Neutral
computer engineering,Neutral
work amazon,Neutral
amazon review,Neutral
best company work,Positive
accountant,Neutral
warehouse associate,Neutral
ok necessity,Positive
warehouse associate stower,Neutral
good company work,Positive
pros cons,Neutral
sde amazon,Neutral
review,Neutral
good start difintly life job,Positive
cool company,Positive
great company work,Positive
good,Positive
good search engine,Positive
loved working,Positive
amazon web services aws docs,Neutral
software engineer,Neutral
amazon,Neutral
place make great impact fun well paid couldnt happier,Positive
good place get exposure,Positive
package handle,Neutral
large company good areas good areas,Positive
great company,Positive
good,Positive
good place work immensly growing,Positive
good place work immensly growing,Positive
hr tech support lead,Neutral
senior technical program manager,Neutral
risk investigator,Neutral
te,Neutral
best job ever,Positive
facebook milestone career,Neutral
best place learn,Positive
great place learn,Positive
great company,Positive
technical specialist,Neutral
superb company work,Positive
good experience general,Positive
good place start career,Positive
work microsoft,Neutral
home advisor,Neutral
amazon great company lots opportunity learn different things,Positive
expected actual job seconds video show entering company,Neutral
apple product manager,Neutral
good cup tea ie sales marketing engineering finance roles generic,Positive
project manager,Neutral
apple inc american multinational technology company headquartered cupertino california designs develop,Neutral
excellent,Positive
really nice pace work,Positive
safety specialist,Neutral
best technology field,Positive
love place,Positive
associate,Neutral
min wage legit amazon,Neutral
run cover,Neutral
like retail job,Positive
personal assistant amazon ont,Neutral
sortation associate,Neutral
shabby,Neutral
honest amazon,Positive
service advisor,Neutral
initially great,Positive
great company,Positive
program manager,Neutral
strategic account manager,Neutral
software development engineer,Neutral
specialist,Neutral
great company work,Positive
love,Positive
worklife balance,Neutral
years great company area public sector well balanced last years solution selling vector,Positive
one amazing jobs ever,Positive
server,Neutral
solutions specialist,Neutral
dts sr associate,Neutral
great place explore,Positive
material handler,Neutral
trainer,Neutral
google amazing place working,Positive
sales assistant,Neutral
employee satisfaction,Neutral
expert,Neutral
best job ever,Positive
great employee support,Positive
worked amazon years,Neutral
good company work,Positive
one best company work,Positive
microsoft,Neutral
great experience,Positive
marketplace,Neutral
recruiter,Neutral
field operation associate,Neutral
difficult high chance future growth company,Neutral
great work,Positive
good company,Positive
challenging rewarding,Positive
bold intern,Positive
part pretty much stress free,Negative
good first job,Positive
amazing company,Positive
culture,Neutral
good students,Positive
good students,Positive
microsoft satya,Neutral
software development engineer test,Neutral
great experience,Positive
goog ggggoogood,Neutral
many options great atmosphere,Positive
sales manager,Neutral
cloud support engineer,Neutral
nice,Positive
solid company lots opportunities,Neutral
system development engineer,Neutral
fast paced loose culture encourages risk taking plenty perks,Neutral
manager,Neutral
great company super opportunities,Positive
good place work,Positive
great,Positive
work corporation one felt noncorportate almost like constant startup,Positive
nice,Positive
nice,Positive
sr vendor manager,Neutral
little top control,Positive
average,Negative
exciting work prepare work lot hard,Neutral
awesome place workgreater responsibility greater values delivered alwaysits like second homelovd,Positive
amazing company worked,Positive
amazon,Neutral
decent,Positive
incredible company,Positive
great experience working facebook,Positive
senior program manager,Neutral
senior program manager,Neutral
good,Positive
great people good work life balance good products,Positive
amazing,Positive
great collegeentry job,Positive
